cg00000292	0.857953	3.68E-38
cg00002426	0.869021	3.68E-38
cg00003994	0.02740642	3.68E-38
cg00005847	0.1254246	3.68E-38
cg00006414	0.03799233	3.68E-38
cg00007981	0.02798191	3.68E-38
cg00008493	0.9766483	3.68E-38
cg00008713	0.01283686	3.68E-38
cg00009407	0.01031288	3.68E-38
cg00010193	0.6589151	3.68E-38
cg00011459	0.9225433	3.68E-38
cg00012199	0.007194245	3.68E-38
cg00012386	0.02080684	3.68E-38
cg00012792	0.0213422	3.68E-38
cg00013618	0.8771411	3.68E-38
cg00014085	0.02733382	3.68E-38
cg00014837	0.8778523	3.68E-38
cg00015770	0.11761	3.68E-38
cg00016968	0.9200881	3.68E-38
cg00019495	0.4423077	3.68E-38
cg00020533	0.8850299	3.68E-38
cg00021527	0.03227779	3.68E-38
cg00022606	0.03442685	3.68E-38
cg00022866	0.341533	3.68E-38
cg00024396	0.03372702	3.68E-38
cg00024812	0.02333399	3.68E-38
cg00025138	0.01831689	3.68E-38
cg00025991	0.4447027	3.68E-38
cg00027083	0.007367313	3.68E-38
cg00027674	0.0609405	3.68E-38
cg00029826	0.02419984	3.68E-38
cg00029931	0.01093339	3.68E-38
cg00030047	0.1823552	3.68E-38
cg00031162	0.7623836	3.68E-38
cg00032227	0.009967673	3.68E-38
cg00032666	0.7673611	3.68E-38
cg00033516	0.02453469	3.68E-38
cg00033773	0.9687716	3.68E-38
cg00034039	0.1029387	3.68E-38
cg00035347	0.5830619	3.68E-38
cg00035623	0.05562273	3.68E-38
cg00037763	0.9196998	3.68E-38
cg00037940	0.902509	3.68E-38
cg00040861	0.02798177	3.68E-38
cg00040873	0.1983055	3.68E-38
cg00041575	0.06744868	3.68E-38
cg00042156	0.8826298	3.68E-38
cg00043004	0.06015969	3.68E-38
cg00043080	0.9324397	3.68E-38
cg00044245	0.03274912	3.68E-38
cg00044729	0.8731756	3.68E-38
cg00047050	0.1223078	3.68E-38
cg00047469	0.02674638	3.68E-38
cg00049986	0.125254	3.68E-38
cg00050312	0.01949026	3.68E-38
cg00051623	0.8915663	3.68E-38
cg00051979	0.04573968	3.68E-38
cg00053292	0.03313101	3.68E-38
cg00053647	0.02182277	3.68E-38
cg00054706	0.01847878	3.68E-38
cg00055233	0.3456683	3.68E-38
cg00056767	0.03757515	3.68E-38
cg00057593	0.7920605	3.68E-38
cg00058938	0.4571872	3.68E-38
cg00059225	0.2278181	3.68E-38
cg00059424	0.03239951	3.68E-38
cg00059740	0.00983965	3.68E-38
cg00059930	0.620859	3.68E-38
cg00060762	0.01624507	3.68E-38
cg00060882	0.2002831	3.68E-38
cg00061059	0.05112882	3.68E-38
cg00061629	0.04644809	3.68E-38
cg00062776	0.9825488	3.68E-38
cg00063144	0.9044146	3.68E-38
cg00065385	0.9183575	3.68E-38
cg00065408	0.02684742	3.68E-38
cg00066153	0.8895068	3.68E-38
cg00066816	0.2970471	3.68E-38
cg00067471	0.1868284	3.68E-38
cg00069261	0.06770941	3.68E-38
cg00071250	0.7115996	3.68E-38
cg00071998	0.05204461	3.68E-38
cg00072216	0.01127267	3.68E-38
cg00073650	0.8442886	3.68E-38
cg00075967	0.7905233	3.68E-38
cg00076645	0.01745314	3.68E-38
cg00077457	0.8771726	3.68E-38
cg00077877	0.7261381	3.68E-38
cg00078194	0.009656812	3.68E-38
cg00078867	0.08939527	3.68E-38
cg00079056	0.8952206	3.68E-38
cg00079563	0.01085973	3.68E-38
cg00080012	0.01168918	3.68E-38
cg00081935	0.05388004	3.68E-38
cg00081975	0.01057851	3.68E-38
cg00083720	0.01177955	3.68E-38
cg00083937	0.4090345	3.68E-38
cg00084687	0.01182246	3.68E-38
cg00089071	0.03050206	3.68E-38
cg00090147	0.05335968	3.68E-38
cg00091693	0.7619048	3.68E-38
cg00093177	0.8841617	3.68E-38
cg00094319	0.8064179	3.68E-38
cg00094851	0.03121015	3.68E-38
cg00095526	0.808439	3.68E-38
cg00095674	0.03060403	3.68E-38
cg00096922	0.01920286	3.68E-38
cg00097536	0.01903288	3.68E-38
cg00098162	0.8554302	3.68E-38
cg00098239	0.01213776	3.68E-38
cg00099550	0.01671983	3.68E-38
cg00101227	0.8788171	3.68E-38
cg00103783	0.01590959	3.68E-38
cg00105253	0.07769051	3.68E-38
cg00105470	0.03445006	3.68E-38
cg00107187	0.05711949	3.68E-38
cg00107488	0.2076438	3.68E-38
cg00107632	0.01251383	3.68E-38
cg00108454	0.6256416	3.68E-38
cg00109274	0.04468692	3.68E-38
cg00112517	0.1002301	3.68E-38
cg00113020	0.8674315	3.68E-38
cg00113951	0.1217353	3.68E-38
cg00115714	0.1683651	3.68E-38
cg00116234	0.06048166	3.68E-38
cg00116838	0.05255322	3.68E-38
cg00117172	0.01376598	3.68E-38
cg00119079	0.03963864	3.68E-38
cg00121158	0.01643319	3.68E-38
cg00121640	0.05262506	3.68E-38
cg00121904	0.06681911	3.68E-38
cg00123035	0.0237099	3.68E-38
cg00126034	0.03419825	3.68E-38
cg00126657	0.3230088	0.7073526
cg00126698	0.7223834	3.68E-38
cg00128197	0.01906412	3.68E-38
cg00128560	0.9118716	3.68E-38
cg00128654	0.01806196	3.68E-38
cg00128766	0.09949239	3.68E-38
cg00128877	0.09865692	3.68E-38
cg00129774	0.02619844	3.68E-38
cg00131121	0.02736362	3.68E-38
cg00131557	0.9165223	3.68E-38
cg00132141	0.6512415	3.68E-38
cg00133909	0.03468866	3.68E-38
cg00134539	0.5818308	3.68E-38
cg00134787	0.8831683	3.68E-38
cg00135056	0.1209621	3.68E-38
cg00135393	0.5211608	3.68E-38
cg00136105	0.02801834	3.68E-38
cg00136405	0.599537	3.68E-38
cg00136477	0.6638018	3.68E-38
cg00136736	0.02634881	3.68E-38
cg00138126	0.6718569	3.68E-38
cg00141162	0.01603548	3.68E-38
cg00141550	0.7947429	3.68E-38
cg00141845	0.3283582	3.68E-38
cg00143376	0.422036	3.68E-38
cg00143998	0.04175859	3.68E-38
cg00145118	0.4666262	3.68E-38
cg00145348	0.03262131	3.68E-38
cg00146096	0.0178113	3.68E-38
cg00149659	0.01671261	3.68E-38
cg00149976	0.01968861	3.68E-38
cg00151234	0.02567675	3.68E-38
cg00151607	0.01277868	3.68E-38
cg00152644	0.9484917	3.68E-38
cg00155167	0.02128047	3.68E-38
cg00155485	0.01871783	3.68E-38
cg00155609	0.05097347	3.68E-38
cg00156216	0.01234568	3.68E-38
cg00156744	0.01335722	3.68E-38
cg00158308	0.04710341	3.68E-38
cg00160914	0.1868231	3.68E-38
cg00162401	0.02681992	3.68E-38
cg00162643	0.02480979	3.68E-38
cg00164041	0.1502591	3.68E-38
cg00164898	0.07428813	3.68E-38
cg00165981	0.03779458	3.68E-38
cg00167504	0.02083924	3.68E-38
cg00168082	0.04107264	3.68E-38
cg00168785	0.06330366	3.68E-38
cg00168942	0.7664285	3.68E-38
cg00169548	0.5441003	3.68E-38
cg00171126	0.02597765	3.68E-38
cg00171161	0.06956832	3.68E-38
cg00174500	0.8933497	3.68E-38
cg00174901	0.2873276	3.68E-38
cg00176210	0.3906518	3.68E-38
cg00176879	0.9869998	3.68E-38
cg00177013	0.03791368	3.68E-38
cg00177698	0.01473477	3.68E-38
cg00177923	0.01524629	3.68E-38
cg00178790	0.09023958	3.68E-38
cg00179446	0.05336105	3.68E-38
cg00180012	0.04587542	3.68E-38
cg00180631	0.3014137	3.68E-38
