cg00000292	0.8828045	3.68E-38
cg00002426	0.8377041	3.68E-38
cg00003994	0.04904632	3.68E-38
cg00005847	0.1162603	3.68E-38
cg00006414	0.03490029	3.68E-38
cg00007981	0.02864636	3.68E-38
cg00008493	0.9673203	3.68E-38
cg00008713	0.01661661	3.68E-38
cg00009407	0.008427898	3.68E-38
cg00010193	0.579765	3.68E-38
cg00011459	0.9096672	3.68E-38
cg00012199	0.008851207	3.68E-38
cg00012386	0.01780045	3.68E-38
cg00012792	0.02832743	3.68E-38
cg00013618	0.760864	3.68E-38
cg00014085	0.02623311	3.68E-38
cg00014837	0.6794375	3.68E-38
cg00015770	0.1045317	3.68E-38
cg00016968	0.8268389	3.68E-38
cg00019495	0.2382789	3.68E-38
cg00020533	0.7892749	3.68E-38
cg00021527	0.03105188	3.68E-38
cg00022606	0.03198832	3.68E-38
cg00022866	0.3024953	3.68E-38
cg00024396	0.07180636	3.68E-38
cg00024812	0.02523313	3.68E-38
cg00025138	0.01859873	3.68E-38
cg00025991	0.4396113	3.68E-38
cg00027083	0.01212652	3.68E-38
cg00027674	0.0908712	3.68E-38
cg00029826	0.03761062	3.68E-38
cg00029931	0.01057858	3.68E-38
cg00030047	0.1590592	3.68E-38
cg00031162	0.3826795	3.68E-38
cg00032227	0.008592072	3.68E-38
cg00032666	0.5680328	3.68E-38
cg00033516	0.02360602	3.68E-38
cg00033773	0.9562972	3.68E-38
cg00034039	0.09201842	3.68E-38
cg00035347	0.4206549	3.68E-38
cg00035623	0.08620457	3.68E-38
cg00037763	0.760835	3.68E-38
cg00037940	0.7482631	3.68E-38
cg00040861	0.0308504	3.68E-38
cg00040873	0.1731773	3.68E-38
cg00041575	0.03499726	3.68E-38
cg00042156	0.7858216	3.68E-38
cg00043004	0.05140187	3.68E-38
cg00043080	0.8859416	3.68E-38
cg00044245	0.04055344	3.68E-38
cg00044729	0.7670683	3.68E-38
cg00047050	0.1252969	3.68E-38
cg00047469	0.04911631	3.68E-38
cg00049986	0.1219392	3.68E-38
cg00050312	0.0264017	3.68E-38
cg00051623	0.8200514	3.68E-38
cg00051979	0.05654215	3.68E-38
cg00053292	0.03043255	3.68E-38
cg00053647	0.04621913	3.68E-38
cg00054706	0.01937464	3.68E-38
cg00055233	0.2755893	3.68E-38
cg00056767	0.03053053	3.68E-38
cg00057593	0.6812243	3.68E-38
cg00058938	0.3484848	3.68E-38
cg00059225	0.1450375	3.68E-38
cg00059424	0.02001877	3.68E-38
cg00059740	0.01878972	3.68E-38
cg00059930	0.6549211	3.68E-38
cg00060762	0.01078731	3.68E-38
cg00060882	0.1819672	3.68E-38
cg00061059	0.04788069	3.68E-38
cg00061629	0.0362006	3.68E-38
cg00062776	0.9703739	3.68E-38
cg00063144	0.7778876	3.68E-38
cg00065385	0.8454421	3.68E-38
cg00065408	0.03416134	3.68E-38
cg00066153	0.84411	3.68E-38
cg00066816	0.2385875	3.68E-38
cg00067471	0.1822704	3.68E-38
cg00069261	0.07084871	3.68E-38
cg00071250	0.6050891	3.68E-38
cg00071998	0.02236367	3.68E-38
cg00072216	0.009170556	3.68E-38
cg00073650	0.7791628	3.68E-38
cg00075967	0.6093085	3.68E-38
cg00076645	0.0186329	3.68E-38
cg00077457	0.8216754	3.68E-38
cg00077877	0.5824618	3.68E-38
cg00078194	0.01104863	3.68E-38
cg00078867	0.08899245	3.68E-38
cg00079056	0.6638013	3.68E-38
