cg00000292	0.8490695	3.68E-38
cg00002426	0.8321397	3.68E-38
cg00003994	0.04485852	3.68E-38
cg00005847	0.1077362	3.68E-38
cg00006414	0.03742863	3.68E-38
cg00007981	0.03543307	3.68E-38
cg00008493	0.9697797	3.68E-38
cg00008713	0.01887452	3.68E-38
cg00009407	0.009085581	3.68E-38
cg00010193	0.5992357	3.68E-38
cg00011459	0.9367831	3.68E-38
cg00012199	0.006255099	3.68E-38
cg00012386	0.03294551	3.68E-38
cg00012792	0.03173773	3.68E-38
cg00013618	0.8269853	3.68E-38
cg00014085	0.02573018	3.68E-38
cg00014837	0.8077102	3.68E-38
cg00015770	0.1142574	3.68E-38
cg00016968	0.8502815	3.68E-38
cg00019495	0.1557533	3.68E-38
cg00020533	0.8827309	3.68E-38
cg00021527	0.02127028	3.68E-38
cg00022606	0.05861677	3.68E-38
cg00022866	0.3523312	3.68E-38
cg00024396	0.03775546	3.68E-38
cg00024812	0.02510398	3.68E-38
cg00025138	0.01325198	3.68E-38
cg00025991	0.4414106	3.68E-38
cg00027083	0.0334841	3.68E-38
cg00027674	0.09981226	3.68E-38
cg00029826	0.04994512	3.68E-38
cg00029931	0.3458429	3.68E-38
cg00030047	0.1837567	3.68E-38
cg00031162	0.6758004	3.68E-38
cg00032227	0.01241398	3.68E-38
cg00032666	0.6066743	3.68E-38
cg00033516	0.03080229	3.68E-38
cg00033773	0.9630266	3.68E-38
cg00034039	0.1307241	3.68E-38
cg00035347	0.5911111	3.68E-38
cg00035623	0.05305938	3.68E-38
cg00037763	0.8648148	3.68E-38
cg00037940	0.8588113	3.68E-38
cg00040861	0.02720425	3.68E-38
cg00040873	0.2356122	3.68E-38
cg00041575	0.03876073	3.68E-38
cg00042156	0.828355	3.68E-38
cg00043004	0.05467986	3.68E-38
cg00043080	0.9159064	3.68E-38
cg00044245	0.03722574	3.68E-38
cg00044729	0.839641	3.68E-38
cg00047050	0.09915612	3.68E-38
cg00047469	0.04415672	3.68E-38
cg00049986	0.062468	3.68E-38
cg00050312	0.02621723	3.68E-38
cg00051623	0.8939695	3.68E-38
cg00051979	0.04929156	3.68E-38
cg00053292	0.02779332	3.68E-38
cg00053647	0.04222808	3.68E-38
cg00054706	0.01859128	3.68E-38
cg00055233	0.3165986	3.68E-38
cg00056767	0.03969466	3.68E-38
cg00057593	0.7058641	3.68E-38
cg00058938	0.4037596	3.68E-38
cg00059225	0.2139398	3.68E-38
cg00059424	0.03126981	3.68E-38
cg00059740	0.01316728	3.68E-38
cg00059930	0.6529287	3.68E-38
cg00060762	0.02703287	3.68E-38
cg00060882	0.2151752	3.68E-38
cg00061059	0.06075834	3.68E-38
cg00061629	0.09871244	3.68E-38
cg00062776	0.976092	3.68E-38
cg00063144	0.7867982	3.68E-38
cg00065385	0.884393	3.68E-38
cg00065408	0.03063146	3.68E-38
cg00066153	0.8946481	3.68E-38
cg00066816	0.2644655	3.68E-38
cg00067471	0.1956131	3.68E-38
cg00069261	0.08144797	3.68E-38
cg00071250	0.629011	3.68E-38
cg00071998	0.02899211	3.68E-38
cg00072216	0.01157726	3.68E-38
cg00073650	0.8440664	3.68E-38
cg00075967	0.6840481	3.68E-38
cg00076645	0.01345002	3.68E-38
cg00077457	0.8738739	3.68E-38
cg00077877	0.6644086	3.68E-38
cg00078194	0.006215213	3.68E-38
cg00078867	0.4269601	3.68E-38
cg00079056	0.7844343	3.68E-38
cg00079563	0.00640728	3.68E-38
cg00080012	0.01171303	3.68E-38
cg00081935	0.04235513	3.68E-38
cg00081975	0.0279874	3.68E-38
cg00083720	0.01431144	3.68E-38
cg00083937	0.4825878	3.68E-38
cg00084687	0.01095028	3.68E-38
cg00089071	0.03851894	3.68E-38
cg00090147	0.06078397	3.68E-38
cg00091693	0.7264875	3.68E-38
cg00093177	0.85422	3.68E-38
cg00094319	0.7157006	3.68E-38
cg00094851	0.03451039	3.68E-38
cg00095526	0.8178254	3.68E-38
cg00095674	0.04503464	3.68E-38
cg00096922	0.02770689	3.68E-38
cg00097536	0.02001668	3.68E-38
cg00098162	0.8033578	3.68E-38
cg00098239	0.01620932	3.68E-38
cg00099550	0.01829962	3.68E-38
cg00101227	0.8706608	3.68E-38
cg00103783	0.01973302	3.68E-38
cg00105253	0.06800833	3.68E-38
cg00105470	0.03438891	3.68E-38
cg00107187	0.09872802	3.68E-38
