cg00000292	0.8709988	3.68E-38
cg00002426	0.8819417	3.68E-38
cg00003994	0.01738375	3.68E-38
cg00005847	0.07069409	3.68E-38
cg00006414	0.03334456	3.68E-38
cg00007981	0.0276877	3.68E-38
cg00008493	0.9779803	3.68E-38
cg00008713	0.01792739	3.68E-38
cg00009407	0.005229965	3.68E-38
cg00010193	0.6891561	3.68E-38
cg00011459	0.9213797	3.68E-38
cg00012199	0.006517803	3.68E-38
cg00012386	0.02049697	3.68E-38
cg00012792	0.01433564	3.68E-38
cg00013618	0.8711194	3.68E-38
cg00014085	0.0177551	3.68E-38
cg00014837	0.8646125	3.68E-38
cg00015770	0.14513	3.68E-38
cg00016968	0.8423215	3.68E-38
cg00019495	0.2222481	3.68E-38
cg00020533	0.8917397	3.68E-38
cg00021527	0.01734104	3.68E-38
cg00022606	0.02307622	3.68E-38
cg00022866	0.3882914	3.68E-38
cg00024396	0.02726071	3.68E-38
cg00024812	0.02379703	3.68E-38
cg00025138	0.01151708	3.68E-38
cg00025991	0.4862244	3.68E-38
cg00027083	0.01002707	3.68E-38
cg00027674	0.03093543	3.68E-38
cg00029826	0.03370134	3.68E-38
cg00029931	0.007718283	3.68E-38
cg00030047	0.1083768	3.68E-38
cg00031162	0.6166545	3.68E-38
cg00032227	0.01335911	3.68E-38
cg00032666	0.7586957	3.68E-38
cg00033516	0.02100233	3.68E-38
cg00033773	0.9511016	3.68E-38
cg00034039	0.08350133	3.68E-38
cg00035347	0.4981452	3.68E-38
cg00035623	0.05949721	3.68E-38
cg00037763	0.8909658	3.68E-38
cg00037940	0.8556038	3.68E-38
cg00040861	0.01156069	3.68E-38
cg00040873	0.2923725	3.68E-38
cg00041575	0.04896239	3.68E-38
cg00042156	0.8328888	3.68E-38
cg00043004	0.08970932	3.68E-38
cg00043080	0.9132412	3.68E-38
cg00044245	0.02616822	3.68E-38
cg00044729	0.8714285	3.68E-38
cg00047050	0.08380041	3.68E-38
cg00047469	0.02943237	3.68E-38
cg00049986	0.05348813	3.68E-38
cg00050312	0.02669179	3.68E-38
cg00051623	0.8798985	3.68E-38
cg00051979	0.04810762	3.68E-38
cg00053292	0.01065969	3.68E-38
cg00053647	0.0231064	3.68E-38
cg00054706	0.01344984	3.68E-38
cg00055233	0.3528452	3.68E-38
cg00056767	0.02956752	3.68E-38
cg00057593	0.7455446	3.68E-38
cg00058938	0.3989391	3.68E-38
cg00059225	0.1833925	3.68E-38
cg00059424	0.01807955	3.68E-38
cg00059740	0.02434593	3.68E-38
cg00059930	0.6496518	3.68E-38
cg00060762	0.01132655	3.68E-38
cg00060882	0.1877572	3.68E-38
cg00061059	0.0440678	3.68E-38
cg00061629	0.04079861	3.68E-38
cg00062776	0.9759338	3.68E-38
cg00063144	0.8362349	3.68E-38
cg00065385	0.9361247	3.68E-38
cg00065408	0.02589338	3.68E-38
cg00066153	0.9008723	3.68E-38
cg00066816	0.286929	3.68E-38
cg00067471	0.2045815	3.68E-38
cg00069261	0.04795806	3.68E-38
cg00071250	0.5818524	3.68E-38
cg00071998	0.03415762	3.68E-38
cg00072216	0.02016196	3.68E-38
cg00073650	0.7936836	3.68E-38
cg00075967	0.6240562	3.68E-38
cg00076645	0.007891649	3.68E-38
cg00077457	0.8681377	3.68E-38
cg00077877	0.7117117	3.68E-38
cg00078194	0.005763283	3.68E-38
cg00078867	0.0700637	3.68E-38
cg00079056	0.8372781	3.68E-38
cg00079563	0.01060545	3.68E-38
cg00080012	0.009893807	3.68E-38
cg00081935	0.03889835	3.68E-38
cg00081975	0.01556894	3.68E-38
cg00083720	0.006105919	3.68E-38
cg00083937	0.4415284	3.68E-38
cg00084687	0.008577495	3.68E-38
cg00089071	0.02409757	3.68E-38
cg00090147	0.05632235	3.68E-38
cg00091693	0.7916516	3.68E-38
cg00093177	0.8897275	3.68E-38
cg00094319	0.7965283	3.68E-38
cg00094851	0.05077922	3.68E-38
cg00095526	0.8210751	3.68E-38
cg00095674	0.02828198	3.68E-38
cg00096922	0.01211977	3.68E-38
